,text,labels
16084,Humid and partly cloudy throughout the day.,2
16085,Humid and partly cloudy throughout the day.,2
16086,Humid and overcast throughout the day.,2
16087,Humid and partly cloudy throughout the day.,2
16090,Humid throughout the day.,2
16091,Humid throughout the day.,2
16097,Humid and partly cloudy throughout the day.,2
16098,Humid and partly cloudy throughout the day.,2
16100,Humid and partly cloudy throughout the day.,2
16101,Humid and mostly cloudy throughout the day.,2
16105,Humid and partly cloudy throughout the day.,2
16106,Humid and mostly cloudy throughout the day.,2
16107,Humid and mostly cloudy throughout the day.,2
16108,Humid and partly cloudy throughout the day.,2
16109,Humid and mostly cloudy throughout the day.,2
16110,Humid and mostly cloudy throughout the day.,2
16113,Humid and mostly cloudy throughout the day.,2
16114,Humid and mostly cloudy throughout the day.,2
16115,Humid and partly cloudy throughout the day.,2
16118,Humid and partly cloudy throughout the day.,2
16119,Humid and partly cloudy throughout the day.,2
16122,Humid and mostly cloudy throughout the day.,2
16131,Mostly cloudy throughout the day.,2
16132,Windy in the evening and overnight.,2
16135,Overcast throughout the day.,2
16145,Partly cloudy throughout the day.,2
16146,Mostly cloudy throughout the day.,2
16147,Mostly cloudy throughout the day.,2
16149,Mostly cloudy throughout the day.,2
16150,Partly cloudy throughout the day.,2
16151,Mostly cloudy throughout the day.,2
16152,Overcast throughout the day.,2
16153,Partly cloudy throughout the day.,2
16155,Mostly cloudy throughout the day.,2
16158,Overcast throughout the day.,2
16159,Overcast throughout the day.,2
16169,Partly cloudy throughout the day.,2
16171,Mostly cloudy throughout the day.,2
16172,Windy in the evening.,2
16176,Partly cloudy throughout the day.,2
16184,Mostly cloudy throughout the day.,2
16185,Windy in the morning.,2
16189,Mostly cloudy throughout the day.,2
16193,Partly cloudy throughout the day.,2
16201,Mostly cloudy throughout the day.,2
16203,Partly cloudy throughout the day.,2
16205,Mostly cloudy throughout the day.,2
16215,Mostly cloudy throughout the day.,2
16216,Light rain overnight.,2
16219,Partly cloudy throughout the day.,2
16224,Partly cloudy throughout the day.,2
16229,Mostly cloudy throughout the day.,2
16232,Partly cloudy throughout the day.,2
16233,Partly cloudy throughout the day.,2
16234,Mostly cloudy throughout the day.,2
16237,Partly cloudy throughout the day.,2
16239,Partly cloudy throughout the day.,2
16260,Humid and partly cloudy throughout the day.,2
16274,Humid and partly cloudy throughout the day.,2
16300,Humid and partly cloudy throughout the day.,2
16301,Partly cloudy throughout the day.,2
16309,Partly cloudy throughout the day.,2
16332,Humid and mostly cloudy throughout the day.,2
16333,Humid and partly cloudy throughout the day.,2
16335,Humid and mostly cloudy throughout the day.,2
16336,Humid and mostly cloudy throughout the day.,2
16337,Humid and partly cloudy throughout the day.,2
16338,Humid and partly cloudy throughout the day.,2
16339,Humid and partly cloudy throughout the day.,2
16340,Humid and partly cloudy throughout the day.,2
16341,Humid and partly cloudy throughout the day.,2
16342,Humid and partly cloudy throughout the day.,2
16343,Humid and partly cloudy throughout the day.,2
16348,Humid and partly cloudy throughout the day.,2
16359,Partly cloudy throughout the day.,2
16361,Clear throughout the day.,2
16362,Mostly cloudy throughout the day.,2
16363,Mostly cloudy throughout the day.,2
16364,Partly cloudy throughout the day.,2
16368,Overcast throughout the day.,2
16376,Partly cloudy throughout the day.,2
16377,Mostly cloudy throughout the day.,2
16378,Partly cloudy throughout the day.,2
16379,Overcast throughout the day.,2
16380,Mostly cloudy throughout the day.,2
16393,Mostly cloudy throughout the day.,2
16394,Mostly cloudy throughout the day.,2
16395,Clear throughout the day.,2
16396,Mostly cloudy throughout the day.,2
16398,Mostly cloudy throughout the day.,2
16403,Mostly cloudy throughout the day.,2
16404,Overcast throughout the day.,2
16405,Partly cloudy throughout the day.,2
16408,Mostly cloudy throughout the day.,2
16409,Partly cloudy throughout the day.,2
16427,Mostly cloudy throughout the day.,2
16429,Partly cloudy throughout the day.,2
16432,Partly cloudy throughout the day.,2
16433,Partly cloudy throughout the day.,2
16435,Overcast throughout the day.,2
16437,Partly cloudy throughout the day.,2
16439,Partly cloudy throughout the day.,2
16440,Overcast throughout the day.,2
16441,Partly cloudy throughout the day.,2
16442,Partly cloudy throughout the day.,2
16444,Mostly cloudy throughout the day.,2
16445,Partly cloudy throughout the day.,2
16450,Mostly cloudy throughout the day.,2
16451,Mostly cloudy throughout the day.,2
16452,Mostly cloudy throughout the day.,2
16453,Overcast throughout the day.,2
16456,Partly cloudy throughout the day.,2
16457,Partly cloudy throughout the day.,2
16458,Overcast throughout the day.,2
16472,Humid and mostly cloudy throughout the day.,2
16473,Partly cloudy throughout the day.,2
16491,Partly cloudy throughout the day.,2
16507,Humid and partly cloudy throughout the day.,2
16510,Humid and partly cloudy throughout the day.,2
16511,Humid and partly cloudy throughout the day.,2
16516,Humid throughout the day.,2
16517,Humid and overcast throughout the day.,2
16538,Humid and mostly cloudy throughout the day.,2
16543,Clear throughout the day.,2
16550,Humid and mostly cloudy throughout the day.,2
16551,Humid and partly cloudy throughout the day.,2
16562,Humid and partly cloudy throughout the day.,2
16571,Humid and partly cloudy throughout the day.,2
16575,Partly cloudy throughout the day.,2
16608,Humid and partly cloudy throughout the day.,2
16611,Humid and overcast throughout the day.,2
16616,Humid and partly cloudy throughout the day.,2
16624,Humid and mostly cloudy throughout the day.,2
16625,Humid and overcast throughout the day.,2
16639,Humid and mostly cloudy throughout the day.,2
16646,Humid and mostly cloudy throughout the day.,2
16651,Humid and partly cloudy throughout the day.,2
16653,Partly cloudy throughout the day.,2
16654,Humid and partly cloudy throughout the day.,2
16655,Partly cloudy throughout the day.,2
16660,Humid and partly cloudy throughout the day.,2
16662,Humid and mostly cloudy throughout the day.,2
16665,Humid and partly cloudy throughout the day.,2
16667,Humid and partly cloudy throughout the day.,2
16670,Partly cloudy throughout the day.,2
16671,Humid and partly cloudy throughout the day.,2
16675,Humid and partly cloudy throughout the day.,2
16688,Possible light rain overnight.,2
16694,Partly cloudy throughout the day.,2
16695,Clear throughout the day.,2
16696,Partly cloudy throughout the day.,2
16697,Mostly cloudy throughout the day.,2
16698,Partly cloudy throughout the day.,2
16700,Partly cloudy throughout the day.,2
16701,Overcast throughout the day.,2
16702,Mostly cloudy throughout the day.,2
16703,Overcast throughout the day.,2
16704,Partly cloudy throughout the day.,2
16708,Partly cloudy throughout the day.,2
16709,Clear throughout the day.,2
16710,Partly cloudy throughout the day.,2
16711,Clear throughout the day.,2
16718,Windy in the afternoon.,2
16719,Partly cloudy throughout the day.,2
16720,Mostly cloudy throughout the day.,2
16728,Partly cloudy throughout the day.,2
16729,Partly cloudy throughout the day.,2
16730,Partly cloudy throughout the day.,2
16731,Mostly cloudy throughout the day.,2
16734,Mostly cloudy throughout the day.,2
16736,Mostly cloudy throughout the day.,2
16740,Partly cloudy throughout the day.,2
16741,Partly cloudy throughout the day.,2
16744,Partly cloudy throughout the day.,2
16750,Partly cloudy throughout the day.,2
16753,Mostly cloudy throughout the day.,2
16754,Overcast throughout the day.,2
16758,Partly cloudy throughout the day.,2
16759,Partly cloudy throughout the day.,2
16760,Overcast throughout the day.,2
16761,Partly cloudy throughout the day.,2
16768,Clear throughout the day.,2
16769,Partly cloudy throughout the day.,2
16776,Partly cloudy throughout the day.,2
16778,Partly cloudy throughout the day.,2
16779,Partly cloudy throughout the day.,2
16784,Partly cloudy throughout the day.,2
16789,Mostly cloudy throughout the day.,2
16790,Windy overnight.,2
16795,Partly cloudy throughout the day.,2
16801,Partly cloudy throughout the day.,2
16802,Partly cloudy throughout the day.,2
16803,Clear throughout the day.,2
16808,Overcast throughout the day.,2
16809,Overcast throughout the day.,2
16810,Mostly cloudy throughout the day.,2
16811,Clear throughout the day.,2
16812,Partly cloudy throughout the day.,2
16813,Mostly cloudy throughout the day.,2
16814,Mostly cloudy throughout the day.,2
16815,Partly cloudy throughout the day.,2
16816,Partly cloudy throughout the day.,2
16817,Partly cloudy throughout the day.,2
16818,Partly cloudy throughout the day.,2
16819,Overcast throughout the day.,2
16820,Mostly cloudy throughout the day.,2
16821,Clear throughout the day.,2
16826,Partly cloudy throughout the day.,2
16827,Clear throughout the day.,2
16829,Partly cloudy throughout the day.,2
16838,Partly cloudy throughout the day.,2
16842,Mostly cloudy throughout the day.,2
16844,Mostly cloudy throughout the day.,2
16847,Partly cloudy throughout the day.,2
16848,Partly cloudy throughout the day.,2
16849,Clear throughout the day.,2
16850,Overcast throughout the day.,2
16852,Mostly cloudy throughout the day.,2
16853,Overcast throughout the day.,2
16855,Mostly cloudy throughout the day.,2
16856,Mostly cloudy throughout the day.,2
16858,Partly cloudy throughout the day.,2
16859,Partly cloudy throughout the day.,2
16860,Overcast throughout the day.,2
16861,Overcast throughout the day.,2
16862,Mostly cloudy throughout the day.,2
16863,Partly cloudy throughout the day.,2
16866,Partly cloudy throughout the day.,2
16869,Overcast throughout the day.,2
16870,Mostly cloudy throughout the day.,2
16876,Overcast throughout the day.,2
16879,Mostly cloudy throughout the day.,2
16882,Overcast throughout the day.,2
16883,Clear throughout the day.,2
16884,Partly cloudy throughout the day.,2
16886,Clear throughout the day.,2
16887,Overcast throughout the day.,2
16888,Partly cloudy throughout the day.,2
16889,Clear throughout the day.,2
16890,Mostly cloudy throughout the day.,2
16892,Partly cloudy throughout the day.,2
16894,Partly cloudy throughout the day.,2
16902,Mostly cloudy throughout the day.,2
16903,Mostly cloudy throughout the day.,2
16905,Partly cloudy throughout the day.,2
16906,Partly cloudy throughout the day.,2
16907,Overcast throughout the day.,2
16908,Mostly cloudy throughout the day.,2
16909,Overcast throughout the day.,2
16910,Clear throughout the day.,2
16911,Clear throughout the day.,2
16913,Partly cloudy throughout the day.,2
16914,Overcast throughout the day.,2
16918,Overcast throughout the day.,2
16921,Partly cloudy throughout the day.,2
16924,Mostly cloudy throughout the day.,2
16925,Mostly cloudy throughout the day.,2
16927,Mostly cloudy throughout the day.,2
16930,Overcast throughout the day.,2
16931,Overcast throughout the day.,2
16932,Overcast throughout the day.,2
16933,Overcast throughout the day.,2
16934,Partly cloudy throughout the day.,2
16938,Mostly cloudy throughout the day.,2
16940,Mostly cloudy throughout the day.,2
16941,Overcast throughout the day.,2
16943,Clear throughout the day.,2
16944,Partly cloudy throughout the day.,2
16945,Overcast throughout the day.,2
16948,Overcast throughout the day.,2
16950,Overcast throughout the day.,2
16951,Partly cloudy throughout the day.,2
16954,Partly cloudy throughout the day.,2
16958,Mostly cloudy throughout the day.,2
16959,Mostly cloudy throughout the day.,2
16960,Partly cloudy throughout the day.,2
16963,Partly cloudy throughout the day.,2
16964,Clear throughout the day.,2
16967,Partly cloudy throughout the day.,2
16969,Mostly cloudy throughout the day.,2
16975,Mostly cloudy throughout the day.,2
16979,Partly cloudy throughout the day.,2
16981,Mostly cloudy throughout the day.,2
16982,Clear throughout the day.,2
16983,Overcast throughout the day.,2
16984,Partly cloudy throughout the day.,2
16986,Clear throughout the day.,2
16987,Partly cloudy throughout the day.,2
16988,Mostly cloudy throughout the day.,2
16992,Partly cloudy throughout the day.,2
16993,Mostly cloudy throughout the day.,2
16994,Mostly cloudy throughout the day.,2
16995,Mostly cloudy throughout the day.,2
16996,Overcast throughout the day.,2
16998,Overcast throughout the day.,2
16999,Clear throughout the day.,2
17015,Overcast throughout the day.,2
17016,Clear throughout the day.,2
17018,Mostly cloudy throughout the day.,2
17019,Mostly cloudy throughout the day.,2
17020,Overcast throughout the day.,2
17027,Clear throughout the day.,2
17028,Clear throughout the day.,2
17029,Partly cloudy throughout the day.,2
17031,Mostly cloudy throughout the day.,2
17033,Foggy overnight.,2
17034,Foggy in the morning and afternoon.,2
17039,Partly cloudy throughout the day.,2
17040,Mostly cloudy throughout the day.,2
17043,Mostly cloudy throughout the day.,2
17044,Mostly cloudy throughout the day.,2
17055,Partly cloudy throughout the day.,2
17064,Partly cloudy throughout the day.,2
17066,Foggy throughout the day.,2
17068,Foggy in the morning.,2
17071,Partly cloudy throughout the day.,2
17072,Overcast throughout the day.,2
17073,Foggy overnight.,2
17077,Overcast throughout the day.,2
17079,Foggy in the morning.,2
17080,Mostly cloudy throughout the day.,2
17081,Partly cloudy throughout the day.,2
17082,Foggy in the evening and overnight.,2
17083,Foggy in the morning.,2
17084,Foggy overnight.,2
17085,Foggy in the morning.,2
17087,Partly cloudy throughout the day.,2
17088,Partly cloudy throughout the day.,2
17090,Mostly cloudy throughout the day.,2
17091,Foggy in the morning and afternoon.,2
17093,Clear throughout the day.,2
17100,Mostly cloudy throughout the day.,2
17101,Partly cloudy throughout the day.,2
17102,Mostly cloudy throughout the day.,2
17103,Mostly cloudy throughout the day.,2
17108,Mostly cloudy throughout the day.,2
17119,Partly cloudy throughout the day.,2
17122,Overcast throughout the day.,2
17123,Clear throughout the day.,2
17126,Mostly cloudy throughout the day.,2
17127,Mostly cloudy throughout the day.,2
17128,Partly cloudy throughout the day.,2
17131,Partly cloudy throughout the day.,2
17132,Mostly cloudy throughout the day.,2
17139,Mostly cloudy throughout the day.,2
17146,Mostly cloudy throughout the day.,2
17153,Possible light rain overnight.,2
17168,Partly cloudy throughout the day.,2
17173,Mostly cloudy throughout the day.,2
17184,Partly cloudy throughout the day.,2
17189,Partly cloudy throughout the day.,2
17195,Clear throughout the day.,2
17200,Clear throughout the day.,2
17206,Mostly cloudy throughout the day.,2
17217,Overcast throughout the day.,2
17220,Mostly cloudy throughout the day.,2
17224,Partly cloudy throughout the day.,2
17229,Mostly cloudy throughout the day.,2
17230,Mostly cloudy throughout the day.,2
17231,Mostly cloudy throughout the day.,2
17239,Mostly cloudy throughout the day.,2
17244,Partly cloudy throughout the day.,2
17245,Overcast throughout the day.,2
17250,Mostly cloudy throughout the day.,2
17251,Partly cloudy throughout the day.,2
17253,Partly cloudy throughout the day.,2
17261,Overcast throughout the day.,2
17270,Partly cloudy throughout the day.,2
17272,Partly cloudy throughout the day.,2
17276,Partly cloudy throughout the day.,2
17277,Partly cloudy throughout the day.,2
17287,Partly cloudy throughout the day.,2
17291,Overcast throughout the day.,2
17292,Partly cloudy throughout the day.,2
17293,Overcast throughout the day.,2
17294,Clear throughout the day.,2
17297,Mostly cloudy throughout the day.,2
17298,Clear throughout the day.,2
17302,Overcast throughout the day.,2
17307,Clear throughout the day.,2
17308,Clear throughout the day.,2
17309,Partly cloudy throughout the day.,2
17310,Partly cloudy throughout the day.,2
17312,Partly cloudy throughout the day.,2
17313,Mostly cloudy throughout the day.,2
17319,Partly cloudy throughout the day.,2
17320,Mostly cloudy throughout the day.,2
17321,Overcast throughout the day.,2
17324,Partly cloudy throughout the day.,2
17325,Partly cloudy throughout the day.,2
17336,Mostly cloudy throughout the day.,2
17338,Partly cloudy throughout the day.,2
17339,Partly cloudy throughout the day.,2
17340,Partly cloudy throughout the day.,2
17341,Mostly cloudy throughout the day.,2
17342,Overcast throughout the day.,2
17343,Mostly cloudy throughout the day.,2
17344,Mostly cloudy throughout the day.,2
17345,Clear throughout the day.,2
17346,Mostly cloudy throughout the day.,2
17347,Mostly cloudy throughout the day.,2
17348,Mostly cloudy throughout the day.,2
17349,Overcast throughout the day.,2
17352,Clear throughout the day.,2
17353,Partly cloudy throughout the day.,2
17354,Partly cloudy throughout the day.,2
17355,Partly cloudy throughout the day.,2
17361,Mostly cloudy throughout the day.,2
17362,Mostly cloudy throughout the day.,2
17363,Mostly cloudy throughout the day.,2
17364,Overcast throughout the day.,2
17367,Clear throughout the day.,2
17370,Overcast throughout the day.,2
17371,Mostly cloudy throughout the day.,2
17373,Partly cloudy throughout the day.,2
17382,Partly cloudy throughout the day.,2
17383,Partly cloudy throughout the day.,2
17393,Partly cloudy throughout the day.,2
17394,Partly cloudy throughout the day.,2
17397,Partly cloudy throughout the day.,2
17402,Partly cloudy throughout the day.,2
17403,Partly cloudy throughout the day.,2
17404,Partly cloudy throughout the day.,2
17405,Mostly cloudy throughout the day.,2
17422,Mostly cloudy throughout the day.,2
17431,Partly cloudy throughout the day.,2
17432,Clear throughout the day.,2
17438,Clear throughout the day.,2
17439,Mostly cloudy throughout the day.,2
17440,Mostly cloudy throughout the day.,2
17441,Partly cloudy throughout the day.,2
17442,Partly cloudy throughout the day.,2
17447,Partly cloudy throughout the day.,2
17455,Partly cloudy throughout the day.,2
17456,Partly cloudy throughout the day.,2
17459,Partly cloudy throughout the day.,2
17463,Mostly cloudy throughout the day.,2
17468,Partly cloudy throughout the day.,2
17469,Partly cloudy throughout the day.,2
17470,Partly cloudy throughout the day.,2
17471,Partly cloudy throughout the day.,2
17472,Overcast throughout the day.,2
17473,Mostly cloudy throughout the day.,2
17477,Partly cloudy throughout the day.,2
17478,Mostly cloudy throughout the day.,2
17492,Overcast throughout the day.,2
17494,Partly cloudy throughout the day.,2
17495,Partly cloudy throughout the day.,2
17496,Partly cloudy throughout the day.,2
17514,Partly cloudy throughout the day.,2
17518,Partly cloudy throughout the day.,2
17521,Mostly cloudy throughout the day.,2
17530,Partly cloudy throughout the day.,2
17532,Overcast throughout the day.,2
17534,Clear throughout the day.,2
17558,Partly cloudy throughout the day.,2
17559,Partly cloudy throughout the day.,2
17563,Partly cloudy throughout the day.,2
17570,Mostly cloudy throughout the day.,2
17581,Mostly cloudy throughout the day.,2
17584,Humid and mostly cloudy throughout the day.,2
17587,Humid and partly cloudy throughout the day.,2
17599,Humid and partly cloudy throughout the day.,2
17601,Humid and partly cloudy throughout the day.,2
17602,Windy in the afternoon.,2
17603,Windy in the evening.,2
17604,Humid and partly cloudy throughout the day.,2
17606,Humid and mostly cloudy throughout the day.,2
17617,Humid and partly cloudy throughout the day.,2
17618,Humid and partly cloudy throughout the day.,2
17619,Humid and partly cloudy throughout the day.,2
17621,Humid and partly cloudy throughout the day.,2
17632,Humid throughout the day.,2
17638,Humid and partly cloudy throughout the day.,2
17643,Humid and partly cloudy throughout the day.,2
17644,Humid and partly cloudy throughout the day.,2
17647,Partly cloudy throughout the day.,2
17651,Humid and partly cloudy throughout the day.,2
17652,Humid and partly cloudy throughout the day.,2
17654,Humid and mostly cloudy throughout the day.,2
17655,Humid and partly cloudy throughout the day.,2
17656,Humid throughout the day.,2
17664,Humid and partly cloudy throughout the day.,2
17668,Humid and partly cloudy throughout the day.,2
17669,Humid throughout the day.,2
17674,Humid and partly cloudy throughout the day.,2
17676,Humid and partly cloudy throughout the day.,2
17677,Humid and partly cloudy throughout the day.,2
17678,Humid and partly cloudy throughout the day.,2
17680,Humid and partly cloudy throughout the day.,2
17681,Humid and mostly cloudy throughout the day.,2
17682,Humid and partly cloudy throughout the day.,2
17683,Humid and partly cloudy throughout the day.,2
17684,Humid and partly cloudy throughout the day.,2
17685,Humid and mostly cloudy throughout the day.,2
17686,Humid and partly cloudy throughout the day.,2
17688,Humid and partly cloudy throughout the day.,2
17694,Humid throughout the day.,2
17696,Humid and mostly cloudy throughout the day.,2
17697,Humid and partly cloudy throughout the day.,2
17699,Humid and partly cloudy throughout the day.,2
17715,Humid and partly cloudy throughout the day.,2
17718,Humid and mostly cloudy throughout the day.,2
17728,Humid and partly cloudy throughout the day.,2
17729,Humid and partly cloudy throughout the day.,2
17730,Humid and partly cloudy throughout the day.,2
17731,Humid and partly cloudy throughout the day.,2
17733,Humid and partly cloudy throughout the day.,2
17744,Humid and partly cloudy throughout the day.,2
17749,Humid and partly cloudy throughout the day.,2
17750,Humid and partly cloudy throughout the day.,2
17756,Humid and partly cloudy throughout the day.,2
17757,Partly cloudy throughout the day.,2
17759,Partly cloudy throughout the day.,2
17761,Humid and partly cloudy throughout the day.,2
17762,Humid and partly cloudy throughout the day.,2
17763,Partly cloudy throughout the day.,2
17764,Humid and partly cloudy throughout the day.,2
17766,Humid and partly cloudy throughout the day.,2
17767,Humid and partly cloudy throughout the day.,2
17776,Humid and partly cloudy throughout the day.,2
17780,Humid and partly cloudy throughout the day.,2
17782,Humid and partly cloudy throughout the day.,2
17785,Humid and partly cloudy throughout the day.,2
17786,Humid and partly cloudy throughout the day.,2
17787,Humid and partly cloudy throughout the day.,2
17788,Humid and partly cloudy throughout the day.,2
17789,Humid and partly cloudy throughout the day.,2
17790,Humid and partly cloudy throughout the day.,2
17792,Humid and partly cloudy throughout the day.,2
17793,Humid and mostly cloudy throughout the day.,2
17794,Humid and mostly cloudy throughout the day.,2
17795,Humid and partly cloudy throughout the day.,2
17796,Humid and mostly cloudy throughout the day.,2
17797,Humid and partly cloudy throughout the day.,2
17798,Humid and partly cloudy throughout the day.,2
17799,Humid and partly cloudy throughout the day.,2
17800,Humid and partly cloudy throughout the day.,2
17804,Humid and partly cloudy throughout the day.,2
17805,Humid and partly cloudy throughout the day.,2
17807,Humid and partly cloudy throughout the day.,2
17809,Mostly cloudy throughout the day.,2
17813,Mostly cloudy throughout the day.,2
17818,Overcast throughout the day.,2
17823,Partly cloudy throughout the day.,2
17827,Partly cloudy throughout the day.,2
17828,Partly cloudy throughout the day.,2
17830,Mostly cloudy throughout the day.,2
17831,Partly cloudy throughout the day.,2
17832,Mostly cloudy throughout the day.,2
17844,Clear throughout the day.,2
17852,Partly cloudy throughout the day.,2
17874,Clear throughout the day.,2
17882,Overcast throughout the day.,2
17883,Mostly cloudy throughout the day.,2
17884,Overcast throughout the day.,2
17885,Mostly cloudy throughout the day.,2
17886,Overcast throughout the day.,2
17887,Overcast throughout the day.,2
17892,Clear throughout the day.,2
17893,Clear throughout the day.,2
17896,Clear throughout the day.,2
17897,Mostly cloudy throughout the day.,2
17899,Partly cloudy throughout the day.,2
17900,Partly cloudy throughout the day.,2
17905,Partly cloudy throughout the day.,2
17906,Mostly cloudy throughout the day.,2
17908,Mostly cloudy throughout the day.,2
17909,Mostly cloudy throughout the day.,2
17911,Partly cloudy throughout the day.,2
17912,Overcast throughout the day.,2
17913,Clear throughout the day.,2
17914,Mostly cloudy throughout the day.,2
17920,Partly cloudy throughout the day.,2
17921,Overcast throughout the day.,2
17922,Clear throughout the day.,2
17926,Partly cloudy throughout the day.,2
17927,Mostly cloudy throughout the day.,2
17928,Partly cloudy throughout the day.,2
17929,Mostly cloudy throughout the day.,2
17930,Overcast throughout the day.,2
17931,Mostly cloudy throughout the day.,2
17934,Partly cloudy throughout the day.,2
17935,Partly cloudy throughout the day.,2
17938,Partly cloudy throughout the day.,2
17941,Overcast throughout the day.,2
17944,Mostly cloudy throughout the day.,2
17945,Partly cloudy throughout the day.,2
17950,Windy in the afternoon.,2
17951,Partly cloudy throughout the day.,2
17952,Overcast throughout the day.,2
17953,Mostly cloudy throughout the day.,2
17958,Partly cloudy throughout the day.,2
17961,Partly cloudy throughout the day.,2
17962,Partly cloudy throughout the day.,2
17963,Overcast throughout the day.,2
17964,Overcast throughout the day.,2
17965,Overcast throughout the day.,2
17966,Possible light rain overnight.,2
17970,Mostly cloudy throughout the day.,2
17976,Partly cloudy throughout the day.,2
17977,Mostly cloudy throughout the day.,2
17978,Mostly cloudy throughout the day.,2
17980,Partly cloudy throughout the day.,2
17981,Overcast throughout the day.,2
17986,Mostly cloudy throughout the day.,2
17987,Partly cloudy throughout the day.,2
17990,Mostly cloudy throughout the day.,2
17995,Windy overnight.,2
17998,Overcast throughout the day.,2
17999,Clear throughout the day.,2
18005,Overcast throughout the day.,2
18011,Clear throughout the day.,2
18013,Partly cloudy throughout the day.,2
18016,Mostly cloudy throughout the day.,2
18020,Partly cloudy throughout the day.,2
18025,Mostly cloudy throughout the day.,2
18031,Mostly cloudy throughout the day.,2
18037,Mostly cloudy throughout the day.,2
18041,Clear throughout the day.,2
18049,Mostly cloudy throughout the day.,2
18054,Partly cloudy throughout the day.,2
18056,Partly cloudy throughout the day.,2
18057,Partly cloudy throughout the day.,2
18060,Mostly cloudy throughout the day.,2
18061,Partly cloudy throughout the day.,2
18062,Partly cloudy throughout the day.,2
18066,Mostly cloudy throughout the day.,2
18071,Partly cloudy throughout the day.,2
18074,Clear throughout the day.,2
18078,Partly cloudy throughout the day.,2
18079,Partly cloudy throughout the day.,2
18080,Clear throughout the day.,2
18081,Overcast throughout the day.,2
18086,Mostly cloudy throughout the day.,2
18087,Partly cloudy throughout the day.,2
18088,Partly cloudy throughout the day.,2
18089,Partly cloudy throughout the day.,2
18090,Mostly cloudy throughout the day.,2
18091,Overcast throughout the day.,2
18092,Mostly cloudy throughout the day.,2
18093,Partly cloudy throughout the day.,2
18094,Mostly cloudy throughout the day.,2
18095,Mostly cloudy throughout the day.,2
18096,Partly cloudy throughout the day.,2
18098,Overcast throughout the day.,2
18099,Clear throughout the day.,2
18100,Clear throughout the day.,2
18101,Clear throughout the day.,2
18102,Mostly cloudy throughout the day.,2
18103,Mostly cloudy throughout the day.,2
18104,Partly cloudy throughout the day.,2
18105,Overcast throughout the day.,2
18106,Partly cloudy throughout the day.,2
18107,Partly cloudy throughout the day.,2
18108,Overcast throughout the day.,2
18109,Partly cloudy throughout the day.,2
18110,Overcast throughout the day.,2
18111,Mostly cloudy throughout the day.,2
18112,Humid and mostly cloudy throughout the day.,2
18113,Humid and partly cloudy throughout the day.,2
18114,Humid and mostly cloudy throughout the day.,2
18117,Humid and overcast throughout the day.,2
18118,Partly cloudy throughout the day.,2
18119,Mostly cloudy throughout the day.,2
18120,Mostly cloudy throughout the day.,2
18121,Humid and overcast throughout the day.,2
18122,Humid and overcast throughout the day.,2
18123,Humid and mostly cloudy throughout the day.,2
18124,Humid and overcast throughout the day.,2
18125,Humid and mostly cloudy throughout the day.,2
18127,Humid and mostly cloudy throughout the day.,2
18128,Humid and overcast throughout the day.,2
18131,Humid and partly cloudy throughout the day.,2
18133,Overcast throughout the day.,2
18134,Overcast throughout the day.,2
18135,Partly cloudy throughout the day.,2
18136,Mostly cloudy throughout the day.,2
18139,Humid and partly cloudy throughout the day.,2
18140,Humid and mostly cloudy throughout the day.,2
18147,Clear throughout the day.,2
18149,Clear throughout the day.,2
18156,Partly cloudy throughout the day.,2
18157,Partly cloudy throughout the day.,2
18158,Partly cloudy throughout the day.,2
18159,Partly cloudy throughout the day.,2
18161,Partly cloudy throughout the day.,2
18162,Overcast throughout the day.,2
18171,Partly cloudy throughout the day.,2
18174,Clear throughout the day.,2
18177,Mostly cloudy throughout the day.,2
18180,Mostly cloudy throughout the day.,2
18184,Partly cloudy throughout the day.,2
18186,Mostly cloudy throughout the day.,2
18193,Partly cloudy throughout the day.,2
18195,Clear throughout the day.,2
18196,Partly cloudy throughout the day.,2
18197,Partly cloudy throughout the day.,2
18199,Clear throughout the day.,2
18200,Mostly cloudy throughout the day.,2
18204,Clear throughout the day.,2
18205,Partly cloudy throughout the day.,2
18206,Overcast throughout the day.,2
18209,Possible drizzle overnight.,2
18217,Light rain overnight.,2
18237,Possible light rain overnight.,2
18240,Partly cloudy throughout the day.,2
18246,Clear throughout the day.,2
18247,Partly cloudy throughout the day.,2
18251,Partly cloudy throughout the day.,2
18253,Overcast throughout the day.,2
18256,Overcast throughout the day.,2
18260,Overcast throughout the day.,2
18261,Overcast throughout the day.,2
18265,Clear throughout the day.,2
18268,Windy and foggy overnight.,2
18274,Partly cloudy throughout the day.,2
18278,Windy overnight.,2
18280,Overcast throughout the day.,2
18281,Overcast throughout the day.,2
18285,Foggy in the evening and overnight.,2
18286,Foggy in the morning and overnight.,2
18289,Foggy in the evening and overnight.,2
18290,Foggy in the morning.,2
18291,Mostly cloudy throughout the day.,2
18292,Partly cloudy throughout the day.,2
18293,Partly cloudy throughout the day.,2
18294,Foggy in the afternoon.,2
18297,Partly cloudy throughout the day.,2
18298,Clear throughout the day.,2
18299,Clear throughout the day.,2
18300,Partly cloudy throughout the day.,2
18310,Partly cloudy throughout the day.,2
18312,Foggy overnight.,2
18314,Partly cloudy throughout the day.,2
18321,Mostly cloudy throughout the day.,2
18322,Foggy overnight.,2
18324,Partly cloudy throughout the day.,2
18327,Foggy in the morning and overnight.,2
18328,Foggy in the morning.,2
